@relation opinion
@attribute sentence string
@attribute category {positive,negative,neutral,objective}
@attribute positiveW NUMERIC
@attribute negativeW NUMERIC
@attribute positiveE NUMERIC
@attribute negativeE NUMERIC
@attribute feelingcategory {positive,negative,neutral,objective}
@data
'	classy rt  pwire  boehner proposes obama speech     night  nfl opening night      ',neutral,0,0,0,0,objective
'	ha!   pics  nicki minaj boobies coming    performed  good morning america ',neutral,2,0,1,0,positive
'	   bio  watching  republicans debate  smashing  pineapple sherbet  not sure      evening lol ',neutral,0,0,0,0,objective
'	beyonce   new sound    call  hating      real  ',negative,0,1,0,0,negative
'	   carter iv     august    ',objective,0,0,0,0,objective
'	 found   st  voyager  netflix   know       rest   night  woo!! ',positive,0,0,1,0,positive
'	today  white boy told  nicki minaj was  best female rapper   beg  differ     schizophrenics  recognized like   ',negative,2,0,0,0,positive
'	  hated auburn today  ',negative,0,1,0,0,negative
'	espn   good stuff  tonight  ',positive,1,0,0,0,positive
'	aaron rodgers jersey battery room    windmill  wagnoli     august        blog   designer wedding dresses sale  ',objective,0,0,0,0,objective
'	 magog   ehm  well  uther was dying  merlin pulled  last spark  life    pesky morgana emerged  st    ',negative,0,0,0,0,objective
'	full   happy days  apologies   tweetathon  gotta finish tomorrow  presentation now  derby   morning   pizzasweats  dominos ',positive,1,0,0,0,positive
'	chargers pre season game   seahawks  espn thursday   pre season   good   nfl back  tv   chargers ',positive,1,0,0,0,positive
'	  night belongs  lovers    nuit blanche      video  art  love ',positive,1,0,0,0,positive
'	  sun   course visit no land  free  happy   lovely      country  happy independence   ',positive,4,0,0,0,positive
'	espn stats  sco  ireland yesterday    watched  game    stats tell  story  ',objective,0,0,0,0,objective
'	 madden      rt  troncoz     nflfantasydraft   start hoping    great team lets  !! ',positive,2,0,1,0,positive
'	 jeffpurcell   morning jeff    great   ',positive,1,0,0,0,positive
'	      fawsl game tonight       eyeballs glued  epsn  home   bigthursdayaction ',negative,0,0,0,0,objective
'	  words "tonight   night"  dexter  sho_dexter ',positive,0,0,0,0,objective
'	  book worms  murder  italy  amanda knox   middle   night"  dr  petit family  connecticut  great reads! ',positive,1,0,1,0,positive
'	 _samantha_     wait  tomorrow morning   ppl  online  ',objective,0,0,0,0,objective
'	sept     th pcb florida      person   aug   th      people  fill  bus dm  ',objective,0,0,0,0,objective
'	jets flying    house  morning     tingle  excitement              now   in  cold  ',positive,0,0,0,0,objective
'	 justinbieber!!!  omg    comming  mexico!!  myworldtour!!!!      st line   believe  jb rt    ',positive,0,0,4,0,positive
'	rt  wdwnt  rumors    "tangled"    replace beauty   beast  studios  aladdin  dca    rumor  now    ',neutral,0,0,0,0,objective
'	rt nbcnews  dramatic hearing today   case  amanda knox   american woman convicted  murder  italy  story    ',neutral,0,0,0,0,objective
'	  reporters   scene  practice  lions rookie rb mikel leshoure was carted  field today   left leg injury  ',objective,0,0,0,0,objective
'	saturday   last   summer streets  nyc   enjoy car free streets  brooklyn bridge  central park!   ',positive,1,0,1,0,positive
'	 sesdsports    reporters   scene  lions rookie rb mikel leshoure was carted  field today   left leg injury  sry bro ',negative,0,0,0,0,objective
'	addicted   dexter      new     season         thursday! ',positive,0,0,1,0,positive
'	    fromtheedge happy    italy    know   tomorrow  party  today! enjoy    mom davide  disabled boy   love  ',positive,2,0,2,0,positive
'	   last sunday   football       nfl  back baby ',positive,0,0,0,0,objective
'	did    charlie sheen roast  comedy central    sept   th  ',neutral,0,1,0,0,negative
'	 stay up        morning   watch   lions  ',objective,0,0,0,0,objective
'	back  nc  enjoyed    track  wknd    buds  special thx  twitter followers   comments   feedback  great stuff  ',positive,2,0,0,0,positive
'	 commented   thejournal_ie  amanda knox appeal enters final stages   resumes today     ',objective,0,0,0,0,objective
'	 lovely  officialkat    friday    beeyotch  up andy rooney     hottest mamacitas  cbs ',positive,1,0,0,0,positive
'	entourage    eagles training camp tomorrow   kevinmcanally   jimbolosoldier ',objective,0,0,0,0,objective
'	 rungeordierun should    heros welcome   arsenal game  saturday  nufcfans  nufcofficial ',positive,0,0,0,0,objective
'	 losing   last   today  gop  trying  win   senate seats  wisconsin  recalling   democrats   looks like   fail ',objective,2,1,0,0,positive
'	amanda knox case   obsession   happened  night  italy   ',neutral,0,0,0,0,objective
'	city  excellent peformance today (apart  defending)  realised   tough season     everton  lordbelgareth  petemeechan ',neutral,0,0,0,0,objective
'	andy rooney         last regular appearance     minutes  sunday  cbs  announced  ',objective,0,0,0,0,objective
'	glad    coaches  paying attention   poll  auburn      finish  th  sec west  no      country  ',positive,1,0,0,0,positive
'	comedy central   good look tonight ',positive,1,0,0,0,positive
'	chigozie agbim  chibuzor okonkwo left  shores  nigeria  sunday morning  team up   super eagles ahead  tuesday  intern ',objective,1,0,0,0,positive
'	morning   lovely rainy   scotland    back  watching  qubetubers live stream  indieweekend      today   ',positive,1,0,0,0,positive
'	 sfgiants barry zito    rehab start tonight   san jose giants      knows  ',neutral,0,0,0,0,objective
'	good fellas  early night   ',positive,1,0,0,0,positive
'	 serenawilliams doesn     love    rt  bjaofficial  surprise green   thursday august   th     ¦ ',positive,1,0,0,0,positive
'	mastered gamedev story    now       new game   flight tomorrow  suggestions  (ipad games) ',positive,0,0,0,0,objective
'	cheers lads everton   today   oops   reading  league table upside ! ',neutral,0,0,1,0,positive
'	     watch rise   super   today   cowboys tomorrow     leave       tomorrow    bored today    ',neutral,1,0,0,0,positive
'	mass gathering    hotel room  mmm chinese    could put up  family guy   night  ',positive,0,0,0,0,objective
'	    ryan leaf       rt  jimrome  aaron rodgers  kurt warner  kyle kendrick     jungle tomorrow  ',positive,0,0,0,0,objective
'	watch espn tonight    burning  jrgessler   sick goal   top    realbackyardfifa ',positive,0,0,0,0,objective
'	morning tweeps!     milan today! yaay ',positive,0,0,2,0,positive
'	  incumbents face recall challenges tonight  wisconsin   davecatanese raises  curtain     ',objective,0,0,0,0,objective
'	amanda knox case   obsession   happened  night  italy  amandaknox   ',neutral,0,0,0,0,objective
'	   trip    old town  albuquerque  could easily  mexico  spain!   vegas  moz should   monday morning! ',positive,1,0,2,0,positive
'	great practice today   drysdalebjj    thanks  dee lv   good rnds  milan kyle griffen    lunch   rest ',positive,3,0,0,0,positive
'	tony romo better not fuck up tonight      hoping ',negative,2,1,0,0,positive
'	 emm_ah bonjour  yes    family sunday   playing  tennis doubles  lunch  resto  shouldabe    sunday outlook bright  ',positive,3,0,1,0,positive
'	 d_degea   st  goals was   tell      premeirship   did  very best   teamunited  nigeria loves  ',positive,2,0,0,0,positive
'	good morning auburn family! today feels like  good   beat nick saban  bama     thatincludesbeingbetterchristians ',positive,3,0,2,0,positive
'	sam loco efe (nigeria nollyhood star)  dead     mourning christy essien now   sam loco  turn    soul rip   jhub ',negative,0,0,0,0,objective
'	 richwilkersonjr wish  could   church tonight      reason! ',neutral,0,0,1,1,neutral
'	forza milan ! rt  bany_avenger        nice dream tonight  glorymu ',positive,0,0,3,0,positive
'	 starting   th season   dexter   ya   weekend! ',positive,0,0,1,0,positive
'	good luck   scribe amidst  lions tonight   sdmas! ',positive,2,0,1,0,positive
'	state tv  requests   join israel gas deal trial    today  judge ahmed refaat     add amanda knox trial  refaat ! ',neutral,0,0,1,0,positive
'	ravens   eagles thursday night     fuckin   teamravens   no fuckin competition ',negative,0,0,0,0,objective
'	 ohferras did    packages   know  love  spoil   kids!  enjoy!!! love  xoxoxoxo ',positive,2,0,3,0,positive
'	tomlinson  demenezes  smileyculture  mark duggan       police deaths   zero officers convicted  unaccountable   corrupt  tottenham ',negative,0,0,0,0,objective
'	torre calls   respect  player feuds cross line   saturday morning  torre  ipad chimed  news       ',objective,0,0,0,0,objective
'	nebraska doesn  land gesell    top     guy   state         mon  nebrasketball ',negative,0,0,0,0,objective
'	hopefully heading  cowboys   aliens tonight  hopefully   able          fun  watch ',positive,3,0,0,0,positive
'	best  luck   arsenalladies tonight     big league game against everton  borehamwood   pm    ',positive,2,0,0,0,positive
'	pose  triumph!! jogged   brooklyn bridge   mom  sis  amy_veranda  morning     lucky    ',positive,1,0,1,0,positive
'	sunday   lovely  raggedtalk  skiing  scotland   freewheelin  patrick  whelan       outoftheblue drillhall  skiing  newnickname ',positive,1,0,0,0,positive
'	cowboys  jets   channel  family guy spoof  return   jedi        good night  tv! ',positive,1,0,1,0,positive
'	uh drunk  tired   remembered     ireland   morning    pack  ireland  ( ',negative,0,0,0,1,negative
'	" nfl  twitterverse blowing up  shannon sharpe  awesome hof speech      video clip  nfl com    tonight " ',positive,1,0,0,0,positive
'	   gonna    uab   florida game  september   th      ',neutral,0,0,0,0,objective
'	keen   eagles game today   goeagles ',positive,0,0,0,0,objective
'	 want    church tonight (crusaders)  kevin leal  ministering    nauseous  head achy       finish  overdue assignment  ',negative,0,0,0,0,objective
'	rt  tom_howarth   nerdblurt wot       tfd lists   sfoskett  never allow  yankee fan lol  steven   good friend ',positive,1,0,0,0,positive
'	watch  free sneak peek   latest season  family guy  itunes today  ',neutral,1,0,0,0,positive
'	church tonight     bring     ',objective,0,0,0,0,objective
'	good afternoon clemson fam!      finish  finals strong!    care  business   classroom    tigers  ) ',positive,2,0,2,0,positive
'	mom left  scotland today   ireland     forgetting        places  cool accents!  know ! ',positive,1,0,2,0,positive
'	  thehelp tonight   yippee  checking   hothouse  church   katiechka!  ) ',positive,0,0,2,0,positive
'	 prettychicshop   blushshop open tonight  nuit blanche! ',neutral,0,0,1,0,positive
'	church    live internet chat entitled  money  answer   place tuesday       pm       ',objective,0,0,0,0,objective
'	ahhh lovely relaxing weekend   parents   back   smoke    hours!  tomorrow  american execs visit   some set   exciting! ',positive,1,0,2,0,positive
'	 kevinhart real  comedy central tonight          grown  man  seriously funny      glued   tv ',positive,0,1,0,0,negative
'	 think     deserved award   night goes  melissa mccarthy ',positive,0,0,0,0,objective
'	alabama   trent richardson  cover     junior running back  featured   august    issue  alongsid      ',objective,0,0,0,0,objective
'	  great  today yay soxs beat yankees!! ',positive,2,0,1,0,positive
'	    movie tonight  nothing  heavy   non primate recommendations   ',neutral,0,0,0,0,objective
'	"aaron rodgers    best qb   nfl     improving"  yahoo sports! nigga fuck   teamm ',positive,2,1,1,0,positive
'	 surreycricket looking    lions game tonight  tele   sound    church   radio    rey   form  dream ! ',positive,0,0,1,0,positive
'	  st official   football!  excited! can  wait   jets football monday night! ',positive,0,0,3,0,positive
'	  kte won         bolton  today   weekend  typical timing  ! ',negative,1,0,1,1,positive
'	  back   crib today wasnt  bad   detroit  somerset ',positive,0,1,0,0,negative
'	rt  vanrage   wanna walk  brooklyn bridge       nice night ',objective,0,0,0,0,objective
'	 mum   dad    nigeria  tuesday   wish   safe flight ',positive,0,0,0,0,objective
'	new story  norfolk woman dies  crash   woman  northeast nebraska died saturday morning   car       ',negative,0,0,0,0,objective
'	merlin!    up   am    busy  today   kill  now  ',negative,0,0,1,0,positive
'	comedy central   point tonight haha ',positive,0,0,0,0,objective
'	morning people     kick start  monday      independence  party  saturday   ',positive,0,0,0,0,objective
'	    lions game friday  ',objective,0,0,0,0,objective
'	 chill night       bummed  mood    tomorrow   better! ',negative,1,0,1,0,positive
'	reminds    best night   life  rt  ayepeemaxin   am  dallas ',positive,1,0,0,0,positive
'	today was  country  independence      festival   played american music  whole  o_o         point  ',negative,1,0,0,0,positive
'	  shitty family guy gif last night   boredom  gonna post   tumblr  ',negative,0,0,0,0,objective
'	hello !!!   today   beautiful green !!!! ',positive,0,0,2,0,positive
'	  like painting   bridge    won      scotland  sunday today ',neutral,2,0,1,0,positive
'	fuck    dexter   friend tonight  bring  season   ',positive,0,1,0,0,negative
'	 mark_sanchez    pic   son   took      training camp today!     sanchez   ',positive,0,0,2,0,positive
'	waww    wanna   rt  elmiragriswold   vah_raflatahugs wow ipad   today free lol www burna  fgye ',positive,1,0,0,0,positive
'	   rt  kikakikutz         ))) rt  raindraingga  milan   bontet        happy last night    ^_^ ',positive,1,0,0,0,positive
'	 lost respect   annahazare  minute  sat  "duratma" gandhi  graveyard yesterday  india does not   gandhi  vandemataram ',negative,0,1,0,0,negative
'	 ageofben   ireland   mo bro    text   back tuesday  meet wed   ',neutral,0,0,0,0,objective
'	 september     pride park ground  derby  uk     india  pakistan football match    surely  worth watching! ',positive,1,0,1,0,positive
'	 justinbieber    excited    coming  mexico city  october!  love      nsn ',positive,1,0,1,0,positive
'	good morning nigeria        ready  ) ',positive,2,0,3,0,positive
'	   better weekends          today    watch dexter     perfect  ',positive,1,0,0,0,positive
'	 score            aaron rodgers  right up statistically  favre  damn   skolvikings ',positive,0,0,0,0,objective
'	tomorrow morning  bike community  kgb   exercise  roadbiking  sudirman road    not        church ',negative,0,0,0,0,objective
'	 excited  pawl   obnoxious amount   importance would    top today  news      house specialty! ',positive,0,0,1,0,positive
'	 barneyowl     ie_owl  booking  tickets  thursday night    spoilt  choice  enough seats left     milan! ',positive,0,0,1,0,positive
'	barely     watching  dexter  evening!  love  ! ',positive,1,0,2,0,positive
'	      !!  plains   smell  saturday morning tailgates    auburn football season!!  wareagle ',positive,0,0,2,0,positive
'	     detroit wed august   th    dancing live!!!!!  town stand up !!!  ready   ! ',positive,1,0,3,0,positive
'	beer  chicken night! watching  dexter   working hours     pm       should reserve  nickname "dexter"    fun ',positive,1,0,1,0,positive
'	 boys  took care  business tonight!         damn viqueens  felix  dez    romo  ham! ',positive,1,0,2,0,positive
'	 louise_saunders lovely     today!  ',positive,1,0,1,0,positive
'	thank    mark_sanchez   nickmangold  signing  jets football today   appreciate   guys  class acts! ',positive,1,0,1,0,positive
'	read  response  "green    last night  earth  last   american girls   ',objective,0,0,0,0,objective
'	 rayrobert   jonbobspackblog    nothing  nance  nothing  ',positive,0,0,0,0,objective
'	 greenville   night  clemson tomorrow! ',neutral,0,0,1,0,positive
'	ipad news  romo     cowboys   hunt   dallas morning news (subscription)   ',neutral,0,0,0,0,objective
'	watched  gandhi   gaurika today  was  nice answering      questions   should   new age patriotic movies     ',positive,0,0,0,0,objective
'	 teamravens!       jets not playing )) lol ',positive,1,0,1,0,positive
'	old school green   sum    playing  work         night ',neutral,1,0,0,0,positive
'	today  santa fe was  first        ipad   camera   looked   weird  ',neutral,0,0,0,0,objective
'	 complete  th season   dexter  available  dvd today!   could  watch   demand    ',positive,0,0,1,0,positive
'	  th august   anthem  chokes  up   flag    proud  gandhi  looks    happy  proud independence   fb ',positive,1,0,0,0,positive
'	  dirty bombs  sunday    ones launched  mark "dirty" sanchez   jets   pummel romo  homos  terror  nyj  wtc ',negative,0,0,0,0,objective
'	 glad   back   big apple   tomorrow  florida   lookingfoward   mini vacay  longoverdue ',positive,1,0,0,0,positive
'	     missed hearing  green    was  nice   video   pipeline   cure event yesterday   ) ',positive,0,1,0,0,negative
'	  casey  carn  scorps ',positive,0,0,1,0,positive
'	     pjob  bristol  espn  yall gotta  party     leave   would  yall know asap    night  ',neutral,0,0,0,0,objective
'	tony romo  want  check craigslist  hyperbaric chambers  ',objective,0,0,0,0,objective
'	rt   mentioned green  today  ',neutral,0,0,0,0,objective
'	nfl update  jerricho cotchery   negotiations   pittsburgh steelers expected    physical today  ravens  interested  ',positive,0,0,0,0,objective
'	jane lynch hosting  emmys  sunday guest presenters  rob lowe  ashton kutcher  melissa mccarthy   lea michele  emmys ',objective,0,0,0,0,objective
'	 start  morning       stitch removed   arm   up  cumbria    scotland tomorrow!  lejog   ! ',positive,0,0,2,0,positive
'	rt  nfl  free agent wr jerricho cotchery    jets  traveling  baltimore tonite   visit  ravens  visited pitt  ',objective,1,0,0,0,positive
'	nuit blanche  oct      hope  doesn  rain  ',positive,1,0,0,0,positive
'	   up   hometown fans   rt  bjaofficial surprise green   thursday august   th     ¦ ',neutral,0,0,0,0,objective
'	attention  earnestpugh fans!!  worship   august   th       gmwa marriott florida ballroom tampa  fl       pm!    ! ',positive,0,1,3,0,positive
'	india       govt justified  placing restrictions  anna     pm  southern struggles       pm  india rocks  ',negative,0,0,0,0,objective
'	dexter   th season  slowly   best season   series          peace  art  legend   ari lel ada ',positive,1,0,1,0,positive
'	 copped  new straightstuntin today last issue      dayum!!! detroit models  know       want     right ! ',neutral,0,0,2,0,positive
'	  austin  dallas coming deep  venue tonight  htown   lets        chea ',positive,0,0,0,0,objective
'	 busterreeves     kind        casual brake  barca tonight  would  rude not   ',objective,2,0,1,0,positive
'	man united  equaliser today was superb  hopefully      arsenal moves like   shot   end!)  season  ',positive,2,0,0,0,positive
'	 thetxgentleman  dont live   anymore  lol was gonna      missaldridge_ crawl ',neutral,0,0,0,0,objective
'	 should donate   arsenal    aint winning anythng! rt  pritypinkyy    th community shield(yeah  silverware) ',positive,0,0,1,0,positive
'	revis bats  sanchez pass  holmes   rd pbu       days  holmes  up     catch  cromartie   play   nyj ',objective,1,0,0,0,positive
'	 icanhonestlysay  dexter    good     order showtime      ',positive,1,0,0,0,positive
'	merril hoge  stupid    sick  hearing  tebow can      not      right now   took aaron rodgers   yrs  start ',negative,0,0,0,0,objective
'	lord    prayer today bless  red sox  anoint   thay   victory   yankees today  jesus amen ',positive,0,0,0,0,objective
'	[tigernet] wednesday football practice videos  videos  clemson  fifth practice   preseason        clemson ',objective,0,0,0,0,objective
'	 jaymee   yeah    yankees hat geez! yeah    old lettuce wrists! good night  austin last night   ',positive,1,0,2,0,positive
'	 guelph nuit blanche tonight      am  bookshelf cinema parking lot   cfru  silent dance party    ',objective,0,0,0,0,objective
'	 kelliegaspers love          ',positive,1,0,1,0,positive
'	lil sis   lead part  aladdin       has  learn     pages  friday   aladdin     typical  !) ',positive,0,0,0,0,objective
'	 girls       bite  eat  watching   minutes"    episode  "dexter " ',positive,0,0,0,0,objective
'	awesome  coming up    ready   football   ravens   dream team thursday        redskins       ',positive,2,0,0,0,positive
'	totally crashed  ipad tonight   locked up   wouldn   power     hold pwr  home bttn trick   force reboot  ',negative,0,0,0,0,objective
'	 iwillowbieber  glad    tickets! ',negative,1,0,1,0,positive
'	revis bats  sanchez pass  holmes   rd pbu       days  holmes  up     catch  cromartie   play   nyj ',neutral,1,0,0,0,positive
'	 ndsoccernews  rimshot!    shenanigans  wps  season      ready  ncaa play   start  ',positive,2,0,1,0,positive
'	 yo_jotti oh btw        wtt      leave early  hit up   detroit malls ',positive,0,0,0,0,objective
'	 maryhlyon     auburn thursday now    ',neutral,0,0,0,0,objective
'	 intothedrkradio ha! lucky  ellsbury    rbis   final score         not luck    greatness!  boston  redsox  fenway ',positive,3,0,2,0,positive
'	cbs says commentator andy rooney    final weekly   minutes" appearance   sunday  edition     ras ',objective,0,0,0,0,objective
'	   great pix  vids tonight  chicago    not sure     uploaded     headed  detroit tomorrow  ',positive,1,0,0,0,positive
'	     thank     mexico     september  love        nsn  bbb    ',positive,2,0,0,0,positive
'	 set   amazing  tomorrow   present   church  happened  ireland! hopefully  goes smoothly!! ',positive,1,0,2,0,positive
'	 tottenham  game against everton was postponed    start  season against man utd  old trafford     august   xuanyi  ',objective,0,0,0,0,objective
'	 smokes weed rt  takef_light   rt  ravensbuzztap baltimore sun    ravens agree  deal  ricky williams  ',neutral,1,0,0,0,positive
'	last   mexico city   excited  meet    denver tomorrow ',positive,0,0,0,0,objective
'	currently scheming   wernickvt   tech   clemson  blacksburg october  st   think yes   oolegooo  prepared  vtrel    happen ',neutral,0,0,1,0,positive
'	ironman uk  bolton highlights  tomorrow         channel     watch back   od! hope  can   sneaky glimpse  ! ',positive,1,0,2,0,positive
'	happy friday      gandhi     dead  hahahahahahaha ',positive,1,0,0,0,positive
'	praying   st   nd wave  leaders    factor" leadership retreat tomorrow! counting    join   friday  impact ',positive,0,0,1,0,positive
'	gonna watch  rest   factor tomorrow cause    tired     crying    mention    ',negative,0,1,0,0,negative
'	judging     city mercenaries   imploded  flintoff     book tickets   season  europa      ',negative,0,0,0,0,objective
'	 realized   nuit blanche  night   run   cure   feel like     stare     gonna win  ',neutral,2,0,0,0,positive
'	 safest place    tottenham tonight   spurs trophy cabinet    no chance  looters visiting    gooners  goonerpower ',positive,0,0,0,0,objective
'	rt  pretavoyager new website       favorite days      paris   nuit blanche!    saturday! ',positive,0,0,2,0,positive
'	ironically         teams      super bowl    st   preseason football   eagles   pats  ',neutral,1,0,0,0,positive
'	morning   despertado  peusto  mtv  estaban hablando  green que bonito despertar! ',positive,0,0,3,0,positive
'	 happening tonight  nina burleigh   trials  amanda knox    new york city bar association  details     ',objective,0,0,0,0,objective
'	 was thrilled  melissa mccarthy won  emmy last night   called  today  talk   big win    ',positive,2,0,0,0,positive
'	  like data     bangalore  india  well   chat     mayameme  matteo  church st tomorrow   pm   datameet ',objective,1,0,0,0,positive
'	congrats   cousin melissa mccarthy   emmy win!! ',positive,1,0,1,0,positive
'	tired!    meal   bit    work tomorrow   last   friday! derby       ',neutral,0,0,2,0,positive
'	 saucey_ed   rickyrozay   did   concert was  dope   was  guy back stage  looked exactly like  ',neutral,1,0,0,0,positive
'	 sidlowe sanchez   cesc  excellent additions  can    central def cover   mascherano  rd cb   pep trust  youngsters  ',positive,0,0,0,0,objective
'	rt  nyjets   afternoon  jets training camp practice   closed   public   heavy storms heading  florham park  nj ',neutral,0,0,0,0,objective
'	godfrey was kinda funny   comedy central tonight  ',positive,0,0,0,0,objective
'	word rt  k_mapp  smh rt  da_underdog        broncos fan   night!  hope tony romo  sacked         thatisall ',neutral,1,0,1,0,positive
'	nigga  can      tt! rt  yinkadek   nigerianewspaperheadlines terry  releases   st rock song  nigeria    apako ',negative,0,0,1,0,positive
'	 can  wait  october!   justinbieber concerts!       visit mexico city    st great   celebrate  sweet   ! ',positive,2,0,5,0,positive
'	partying  ayr!   ',positive,0,0,1,0,positive
'	first sounds  yea  alabama  morning  nick saban stops   speak   band! very exciting morning!  mdb   ',positive,0,0,2,0,positive
'	  mcalester today   bama bound early   torn! ',neutral,0,0,2,0,positive
'	  democrats  wisconsin state senate up  recall election  tuesday  hopefully  discouragement  waukesha doesn  prevail  ',neutral,1,0,0,0,positive
'	well   sunday  does  feel better  morning  everton     ',positive,2,0,0,0,positive
'	 simongreening morning simon       cowboys  aliens preview  monday  tuesday  lpool   ',neutral,0,0,0,0,objective
'	nuit blanche   weekend      people    lot      saturday  !  fb ',negative,0,1,0,0,negative
'	daniel craig  interviewed   role  watch  interview https      cowboysandaliens ',positive,0,0,1,0,positive
'	  army duty  alabama  thinking   lucky     dianakander married   yrs ago today  ',positive,1,0,0,0,positive
'	  gr      detroit!  up     sun gonna shine bright! yur presence    brighter!   up  yur city  ',positive,0,0,4,0,positive
'	 would disagree    " rt  billyliucci    ags  hold sec invite )  sec        th team ',objective,0,0,0,0,objective
'	mascotfight    playing derby  home town hoe    vic  august   th! glad  vic  back  best soun     ',positive,3,0,1,0,positive
'	    drafted aaron rodgers                 nd   matt forte  not bad  ',positive,0,1,0,0,negative
'	 looting  spurs last night  broke   white hart lane cabinet   left   pile  dust   gareth bale dvd  ',objective,0,1,0,0,negative
'	divine frame    perfect_  presents  official south alabama football season kick    club insanity september  st ',objective,0,0,0,0,objective
'	protest march  mexico city against drug war    want justice   murdered son   drugs  cannabis  bbcbreaking  ',negative,0,2,0,0,negative
'	rt  sportsworldokon  rt  colinudoh  nigeria play england         wednesday   th     pm nigeria    worldcup ',objective,1,0,0,0,positive
'	 steffmcshane hiya good morning raining  scotland today mite    pj   ] ',positive,1,0,0,0,positive
'	 lennoxlewis  greatest slaughter   history   apprentice     realdonaldtrump  celebrityapprenticeusa ',positive,0,0,0,0,objective
'	 joitiffany ummm awesome sauce!! lol   was looking      happened   ',positive,1,0,1,0,positive
'	oh edinburgh     point  drying  hair  heading   ',positive,0,0,0,0,objective
'	qfe        tomorrow    tonykatz  gandhi   tea party   future  america    ¦ ',neutral,0,0,0,0,objective
'	 chopstickhero yes   sure  not sure  exactly       night! ',positive,0,0,1,0,positive
'	work  friday   new york   weekend    pauls wit  shanewilmoth nd  jamestambone  clemson ',objective,0,0,0,0,objective
'	damn   tree     block tonight  jamaica ',positive,0,0,0,0,objective
'	  thought  london riots  bad  wait   mexico city riots break     word lopez tonight  cancelled ',negative,0,1,0,0,negative
'	  cowboys  aliens    ohmygawd  was  stupid  tomorrow     help   hope  better  ',negative,2,0,0,0,positive
'	   derby tonight      man      not  bad  ] ',negative,0,1,0,0,negative
'	thiiissss mofo wants     auburn   st   practice         person booing! ',neutral,0,0,1,0,positive
'	 caught up  tonight   factor  genius  never fails  amuse  never  dermot  mad    total respect   guy ',positive,0,1,0,0,negative
'	  good     nfl training camp  grind   tomorrow   tonight ',positive,1,0,0,0,positive
'	 channel  arsenal game  tonight ',neutral,0,0,0,0,objective
'	 ask_rotolopez  could easily happen  problem   lames rules      qb       started  best chance  fail  ',neutral,2,0,0,0,positive
'	 safest place    tottenham tonight   spurs trophy cabinet    no chance  looters visiting  ',neutral,0,0,0,0,objective
'	lol cause     zoo today    lions  tigers   lat ',neutral,0,0,0,0,objective
'	 channel  arsenal game  tonight ',objective,0,0,0,0,objective
'	tomorrow      fleebaggers   packing  good!  wisconsin!  tcot  teaparty  wiunion  wirecall  gop  tpx ',positive,1,0,2,0,positive
'	 azzcatdesign look     snuck   tech     netbook   glad  took      ) ',positive,1,0,0,0,positive
'	 iamantspeights  puffhouse buh  jus  bac frm playin ball  lions park bout tuh smke  ',objective,0,0,0,0,objective
'	rt  jasonlacanfora  free agent wr jerricho cotchery  traveling  baltimore tonite   visit  ravens  visited pitt  ',objective,1,0,0,0,positive
'	    audrey_emm  romo    taylor   last   days! hopefully   aquinobanana   aliyacakes   goin  home   today heh ',positive,1,0,1,0,positive
'	 dry  liquidambar  dropping leaves  keeps threatening rain        shower  contrast scotland   up   tomorrow ',negative,0,0,0,0,objective
'	 jumpstart students walk  brooklyn bridge   end  night bieber style   ',objective,0,0,0,0,objective
'	 justinbieber     girl shouting            mexico city!!  st october  ) ',positive,0,0,3,0,positive
'	watching cowboys jets game       romo     tonight    ',neutral,0,0,0,0,objective
'	 alyx_rose  friends advert     days   ! ',negative,0,0,1,0,positive
'	 dublin won   ireland yesterday    notreally  getfucked  gaa ',positive,1,0,0,0,positive
'	cowboys  chargers   practice field today  tomorrow  play sunday night      pm central  cowboys stadium  ',objective,1,0,0,0,positive
'	joleon "pretty face" lescott   edin want  play  milan" dzeko scored   city   gea should   better    nd goal  ',neutral,3,0,0,0,positive
'	 itscris_tina omg    christmas vacation!      harry potter world haha ',positive,0,0,2,0,positive
'	 natmpham          shopping     cutest taste  clothes!(  ',positive,0,0,0,0,objective
'	  arrived  scotland yesterday   hasnt stopped raining       worse  sunny  home   typical ',negative,1,0,0,0,positive
'	 jessmonster     haha     heaps saved up!!!     ',positive,0,0,1,0,positive
'	up  reds today evening   arsenal  girls   lead    meadow park  face everton  tough game    full   points! ',positive,0,0,1,0,positive
'	 thelopezsantana    gonna  mexican  ] ',neutral,0,0,0,0,objective
'	"   gandhi      change  want     world     simple sentiment  can find hope      ¦ ',positive,1,0,0,0,positive
'	comedy central real goin hard tonight ',positive,0,0,0,0,objective
'	yeah boiii  entourage tonight   pissed       epsdes   ends  oh well   up side  dexter season   starts    ish ',positive,0,0,0,0,objective
'	black lion      tonight!     auburn ave! shout    lacehge ! ',positive,0,0,3,0,positive
'	great catch! friend brad goddard snapped  picture   aurora  friday night  nebraska   wx  aurora  ',positive,1,0,1,0,positive
'	sunday  lovely gossip  fabregas  pay     arsenal   boy alex  arrive   crouch  rodwell      ',neutral,1,0,0,0,positive
'	  excited    lions tomorrow    ',positive,0,0,0,0,objective
'	wow   read  transcript  shannon sharpe  nfl hall  fame induction speech   hope espn replays   tonight  ',positive,1,0,0,0,positive
'	 celebrate india  independence   new jersey  official india  parade  august   th  pm oak tree road   iselin sectio     ',neutral,0,0,0,0,objective
